Video Title,Genre,Comment,Error,Category,Correct Form
"টাঙ্গুয়ার হাওরে হাউস বোট ট্যুর | এক রাত দুই দিন | Tanguar Haor tour | Sunamganj, Bangladesh",Miscellaneous,ভাই আমাদের গ্রাম সুনামগঞ্জ টাংগার হাওর,1,Spelling,ভাই আমাদের গ্রাম সুনামগঞ্জ টাঙ্গুয়ার হাওর
তুরস্কের চেয়ে ভয়াবহ ভূমিকম্পের ঝুঁকিতে বাংলাদেশ | BBC Bangla,News,আন্দালিব  রাহমান পার্থ  মতো  একজন  ভালো  নেতা আছে বাংলা দেশে  তাই আমরাই ধন্য,0,,আন্দালিব  রাহমান পার্থ  মতো  একজন  ভালো  নেতা আছে বাংলা দেশে  তাই আমরাই ধন্য
কেন রাজনীতি ছাড়লেন সোহেল তাজ? | Sohel Taj | Politician | Fitness And Health Activist | Somoy TV,Miscellaneous,মাশা আল্লাহ্ কথা গুলো সত্যি সত্যি অসাধারণ,0,,মাশা আল্লাহ্ কথা গুলো সত্যি সত্যি অসাধারণ
ভাইভা দিতে গিয়ে উল্টো ভাইভা নিলেন মোশাররফ,Entertainment,খালি জিনিয়াস না পুরাই জিনিয়াস,0,,খালি জিনিয়াস না পুরাই জিনিয়াস
হাবলংগের বাজারে | Hablonger Bazare | Humayun Ahmed | Shaon | Zahid Hasan | Mahfuz | Faruk | Ejajul,Entertainment,ডঃ এজাজ অসাধারণ  অভিনয় করে,0,,ডঃ এজাজ অসাধারণ  অভিনয় করে
হুমায়ুন ফরীদির সেরা অভিনয় । Humayun Faridi | Bobita | Amit Hasan | Biyer Prostab | Movie Clip,Entertainment,আব্দু রাজ্জাক ও হুমায়ুন ফরিদি বাংলা চলচ্চিত্রের জীবন্ত কিংবদন্তি,0,,আব্দু রাজ্জাক ও হুমায়ুন ফরিদি বাংলা চলচ্চিত্রের জীবন্ত কিংবদন্তি
হৃদয় ছুঁয়ে যাওয়া ৭টি সেরা ইমোশনাল বিজ্ঞাপন | Top 7 Most Emotional Bangladesh Ads Compilation | HD,Entertainment,প্রত্যেকটা এড দেখে চোখে জল চলে আসলো,0,,প্রত্যেকটা এড দেখে চোখে জল চলে আসলো
ছায়াপথ বা গ্যালাক্সি | কি কেন কিভাবে | Galaxy | Ki Keno Kivabe,Miscellaneous,অসুস্থতা নিয়ে ভিডিও উপহার দেওয়ার জন্য থ্যাংক ইউ,1,Code Switching,অসুস্থতা নিয়ে ভিডিও উপহার দেওয়ার জন্য ধন্যবাদ
একাকিত্ব আল্লাহর বড় নেয়ামত। আবু ত্বহা মুহাম্মদ আদনান । Abu toha Mohammad Adnan,Miscellaneous,আমি যতো বারই বিপদে পরছি আল্লাহ তায়ালা আমাকে বিপদ থেকে রক্ষা করেছে,1,Spelling,আমি যতো বারই বিপদে পরেছি আল্লাহ তায়ালা আমাকে বিপদ থেকে রক্ষা করেছে
Turkey earthquake: সিরিয়ার ধ্বংসস্তূপ থেকে সুস্থ নবজাতক উদ্ধার,News,হে আল্লাহ এরকম একটা জীবনসঙ্গী দিও,0,,হে আল্লাহ এরকম একটা জীবনসঙ্গী দিও
যে প্রেম কাহিনী কোন বাধা মানেনি | BBC Bangla,Miscellaneous,কিছু ভালো মানুস না থাকে তো পৃথিবী কবেই ধংস হয়ে যেতো,1,Spelling,কিছু ভালো মানুষ না থাকে তো পৃথিবী কবেই ধংস হয়ে যেতো
বিদ্যুৎ কেন নাই ব্যাখ্যা দিলেন প্রধানমন্ত্রী | Load Shedding Bangladesh | Sheikh Hasina | Somoy TV,News,ইনশাল্লাহ আমরা বিদ্যুৎ একদিন পাব সাময়িক কষ্ট জন্য আন্তরিক ভাবে দুঃখিত জয় বাংলাদেশ,0,,ইনশাল্লাহ আমরা বিদ্যুৎ একদিন পাব সাময়িক কষ্ট জন্য আন্তরিক ভাবে দুঃখিত জয় বাংলাদেশ
রাতারাতি টিকটকে ভাইরাল ডায়লগ | Mosharraf | Habu vai |Tawhid Afridi |  Bangla Viral Dialogue | R2M,Entertainment,আসকে আমার মন ভালো নেই,1,Spelling,আজকে আমার মন ভালো নেই
জিয়াউর রহমান: বিএনপির প্রতিষ্ঠাতা ও সাবেক রাষ্ট্রপতির মৃতদেহের খোঁজ মিলে যেভাবে | BBC Bangla,Politics,এমনটি আমি ও আশা করি,0,,এমনটি আমি ও আশা করি
সেক্স এডুকেশন বা যৌন শিক্ষা: বাংলাদেশে শ্রেণীকক্ষে যা পড়ানো হচ্ছে । BBC News Bangla,News,নাটক টা অনেক চমৎকার,1,Grammatical,নাটকটা অনেক চমৎকার
হুমায়ুন ফরীদির সেরা অভিনয় । Humayun Faridi | Bobita | Amit Hasan | Biyer Prostab | Movie Clip,Entertainment,হুমায়ুন ফরিদ বাংলাদেশের সেরা এক্টার,1,Spelling,হুমায়ুন ফরিদ বাংলাদেশের সেরা অভিনেতা
টেলিগ্রাম দানবের খোঁজে! | সার্চলাইট | পর্ব-২৩২ | ২৬ মে ২০২৩ | Pom Pom group | Searchlight,News,ধন্যবাদ সাংবাদিক ভাইয়া আপনারা এরকম আরো কিছু ওয়েবসাইট এবং গ্রুপকে ধরেন,0,,ধন্যবাদ সাংবাদিক ভাইয়া আপনারা এরকম আরো কিছু ওয়েবসাইট এবং গ্রুপকে ধরেন
